order_item_id,user_decision
26,1
28,0
37,1
56,0
65,0
80,1
95,1
96,0
100,1
105,1
106,1
108,0
124,1
137,1
141,0
181,0
202,0
205,0
219,0
270,1
276,0
279,1
290,0
292,1
293,1
300,0
301,0
319,1
336,0
358,1
385,1
408,1
417,1
419,1
426,1
435,0
446,0
451,0
455,0
487,1
510,1
518,1
523,0
530,1
534,0
540,0
546,1
548,1
551,1
567,0
570,0
575,0
594,1
610,1
614,1
616,1
618,0
657,1
658,0
668,0
676,1
677,1
693,1
702,1
706,1
711,0
712,1
725,0
728,1
749,0
751,1
756,1
757,0
765,0
771,0
784,1
789,1
792,1
796,1
815,0
824,1
829,0
876,1
880,1
892,1
898,0
906,1
918,1
928,0
931,0
935,1
942,1
943,1
957,0
969,1
971,1
980,1
1009,0
1018,1
1039,0
1046,0
1050,0
1076,0
1087,0
1094,1
1098,1
1107,0
1111,0
1112,0
1116,0
1118,1
1120,0
1124,0
1133,0
1146,1
1152,1
1181,0
1183,0
1193,0
1218,1
1222,0
1230,0
1259,0
1273,1
1280,0
1287,0
1301,0
1302,1
1305,1
1316,1
1317,1
1341,1
1343,1
1347,1
1348,1
1351,1
1352,1
1354,1
1360,1
1364,0
1377,0
1383,1
1386,1
1401,0
1405,0
1413,1
1414,1
1418,1
1426,0
1437,1
1438,1
1443,0
1452,1
1469,0
1493,0
1498,1
1502,0
1505,1
1517,0
1530,1
1536,1
1537,1
1542,0
1543,1
1544,0
1550,1
1596,1
1629,1
1651,1
1665,0
1678,1
1682,1
1684,0
1687,0
1688,1
1691,1
1717,1
1719,0
1733,0
1734,1
1735,1
1753,0
1755,1
1762,0
1780,0
1801,1
1815,1
1816,0
1838,1
1846,1
1848,0
1849,1
1861,1
1862,1
1863,0
1864,1
1872,0
1876,0
1888,1
1892,1
1897,1
1920,0
1922,0
1942,1
1944,0
1946,1
1990,1
2018,0
2019,0
2024,1
2030,0
2043,1
2049,1
2053,0
2070,1
2082,0
2093,1
2099,0
2101,0
2103,0
2109,1
2118,1
2149,1
2163,1
2166,0
2169,0
2172,0
2175,0
2189,0
2195,1
2198,0
2210,1
2232,0
2244,1
2249,1
2256,0
2261,0
2277,1
2292,0
2295,0
2304,0
2310,0
2337,0
2350,1
2355,1
2360,0
2363,0
2390,0
2398,0
2400,0
2402,0
2408,1
2410,1
2420,0
2436,0
2440,1
2453,1
2457,0
2467,1
2479,0
2483,0
2495,1
2514,1
2524,1
2526,1
2527,0
2528,0
2537,0
2550,1
2557,1
2564,1
2567,0
2578,1
2580,0
2583,1
2591,1
2593,1
2606,1
2629,1
2630,1
2631,1
2640,1
2643,0
2686,0
2689,0
2705,1
2712,1
2728,0
2729,0
2733,1
2769,0
2774,0
2775,1
2784,0
2787,0
2792,1
2803,1
2812,0
2819,1
2831,0
2851,0
2869,1
2877,1
2881,1
2904,0
2907,0
2910,0
2987,1
2999,1
3023,0
3029,1
3030,0
3038,1
3040,1
3048,0
3053,0
3062,1
3063,1
3075,1
3076,1
3085,1
3086,1
3087,1
3088,1
3133,0
3166,1
3171,0
3184,1
3195,1
3200,0
3215,0
3227,1
3237,0
3239,1
3248,1
3251,0
3260,0
3276,1
3303,0
3308,1
3312,0
3313,1
3321,0
3324,0
3329,0
3347,0
3349,0
3358,0
3366,0
3367,0
3376,1
3381,0
3386,0
3393,1
3410,1
3420,1
3425,1
3439,0
3453,1
3460,0
3464,0
3499,1
3500,1
3506,0
3514,1
3519,0
3526,0
3530,0
3534,0
3536,0
3542,0
3561,0
3583,1
3597,1
3616,1
3620,1
3626,1
3629,0
3645,0
3646,0
3647,0
3683,0
3689,1
3710,1
3713,1
3717,0
3727,0
3731,0
3734,0
3737,0
3750,0
3758,0
3764,0
3766,0
3781,0
3791,0
3818,0
3846,1
3851,0
3855,0
3864,0
3867,0
3872,1
3880,0
3894,1
3912,0
3923,0
3938,0
3940,1
3943,0
3945,1
3961,0
3964,0
3968,1
4024,0
4028,1
4039,1
4042,1
4051,1
4058,0
4059,0
4063,1
4073,1
4075,1
4081,1
4090,0
4093,0
4119,1
4125,1
4134,1
4138,0
4154,1
4171,0
4179,0
4197,0
4203,1
4208,1
4228,0
4231,0
4235,0
4249,0
4250,1
4252,0
4255,0
4272,0
4313,1
4317,0
4319,0
4323,0
4333,0
4335,0
4337,0
4366,0
4376,0
4380,0
4389,1
4394,0
4404,1
4434,0
4435,0
4457,0
4462,0
4464,1
4467,0
4476,1
4506,1
4514,0
4522,0
4534,1
4535,0
4539,0
4551,1
4553,1
4574,1
4580,0
4581,0
4586,1
4599,0
4613,0
4616,0
4620,0
4623,0
4629,1
4634,0
4635,0
4643,0
4644,0
4647,0
4654,1
4656,0
4682,0
4688,0
4689,0
4691,0
4696,1
4697,0
4699,0
4719,0
4721,0
4744,0
4746,0
4753,1
4761,1
4763,1
4764,0
4772,1
4792,0
4799,0
4807,0
4832,0
4835,0
4846,0
4847,1
4852,0
4853,0
4861,0
4862,0
4868,1
4871,1
4874,0
4893,0
4894,1
4895,0
4897,1
4936,1
4939,1
4945,0
4955,0
4967,0
5035,1
5037,0
5039,0
5040,1
5046,1
5048,0
5053,1
5056,0
5062,0
5071,1
5076,0
5094,0
5100,0
5106,1
5117,0
5164,0
5179,1
5196,0
5210,1
5211,0
5212,0
5213,1
5221,1
5235,0
5236,1
5237,0
5253,1
5303,0
5314,1
5325,0
5328,1
5331,1
5334,0
5339,1
5361,1
5363,0
5386,1
5387,1
5395,0
5413,1
5435,1
5437,1
5464,0
5470,1
5472,1
5477,0
5506,1
5509,1
5517,1
5519,1
5527,1
5554,1
5576,0
5591,1
5597,0
5604,0
5612,1
5629,0
5631,0
5651,0
5652,0
5670,0
5676,0
5704,1
5707,0
5718,1
5722,1
5726,0
5739,1
5742,1
5746,0
5752,1
5754,0
5762,0
5770,0
5784,1
5803,0
5831,1
5835,1
5839,1
5843,0
5860,1
5861,0
5862,0
5869,0
5874,1
5892,1
5896,0
5918,0
5919,0
5936,0
5961,0
5973,1
5976,1
5981,0
5984,0
6001,0
6002,0
6003,1
6018,0
6050,0
6057,1
6068,0
6083,1
6115,0
